class1,class2,class3,class4,class5,class6,class7,class8,class9,class10,class11,class12,class13,class14,class15,class16,class17,class18,class19,class20,class21,class22,class23,class24,class25,class26,class27,class28,class29,class30,class31,class32,class33,class34,class35,class36,class37,class38,class39,class40,airport,car,restaurant,street,train,man,woman
0.261,0.206,0.212,0.198,0.211,0.238,0.075,0.122,0.228,0.328,0.301,0.403,0.476,0.453,0.472,0.323,0.217,0.159,0.171,0.215,0.197,0.193,0.165,0.191,0.354,0.408,0.54,0.403,0.335,0.353,0.361,0.386,0.432,0.504,0.516,0.498,0.457,0.407,0.403,0.392,0,0,1,0,0,0,1
0.136,0.156,0.119,0.166,0.241,0.335,0.312,0.254,0.344,0.41,0.409,0.442,0.44,0.328,0.219,0.153,0.197,0.37,0.438,0.42,0.427,0.197,0.074,0.034,0.08,0.138,0.228,0.205,0.188,0.219,0.174,0.168,0.24,0.348,0.476,0.517,0.46,0.338,0.287,0.192,0,0,1,0,0,0,1
0.256,0.202,0.155,0.198,0.244,0.361,0.344,0.219,0.347,0.406,0.316,0.488,0.512,0.438,0.442,0.387,0.401,0.343,0.313,0.181,0.139,0.137,0.174,0.191,0.181,0.322,0.474,0.551,0.473,0.363,0.205,0.046,0.142,0.274,0.411,0.52,0.589,0.58,0.619,0.66,0,0,1,0,0,0,1
0.33,0.279,0.245,0.236,0.241,0.353,0.24,0.296,0.4,0.414,0.457,0.561,0.56,0.516,0.483,0.273,0.253,0.121,0.142,0.16,0.18,0.293,0.19,0.094,0.17,0.129,0.301,0.388,0.431,0.601,0.505,0.394,0.299,0.301,0.406,0.45,0.457,0.409,0.354,0.328,0,0,1,0,0,0,1
0.199,0.16,0.107,0.198,0.338,0.413,0.358,0.251,0.263,0.393,0.323,0.376,0.401,0.241,0.227,0.26,0.368,0.405,0.37,0.193,0.078,0.084,0.116,0.131,0.163,0.17,0.213,0.255,0.219,0.23,0.183,0.061,0.089,0.195,0.382,0.528,0.568,0.554,0.55,0.488,0,0,1,0,0,0,1
0.233,0.198,0.197,0.216,0.231,0.346,0.297,0.248,0.368,0.377,0.204,0.264,0.292,0.25,0.375,0.383,0.438,0.391,0.31,0.221,0.18,0.177,0.169,0.154,0.215,0.193,0.213,0.224,0.235,0.414,0.495,0.391,0.352,0.298,0.317,0.383,0.4,0.425,0.414,0.408,0,0,1,0,0,0,1
0.182,0.206,0.251,0.321,0.441,0.465,0.294,0.264,0.382,0.451,0.32,0.274,0.235,0.219,0.349,0.313,0.349,0.301,0.217,0.26,0.295,0.382,0.55,0.423,0.361,0.305,0.184,0.133,0.096,0.101,0.196,0.203,0.269,0.324,0.474,0.463,0.449,0.457,0.348,0.364,0,0,1,0,0,0,1
0.159,0.134,0.099,0.137,0.221,0.234,0.24,0.241,0.337,0.389,0.23,0.29,0.425,0.406,0.517,0.457,0.355,0.346,0.306,0.245,0.244,0.229,0.186,0.221,0.247,0.328,0.43,0.308,0.235,0.201,0.144,0.049,0.053,0.112,0.232,0.324,0.311,0.315,0.323,0.332,0,0,1,0,0,0,1
0.688,0.58,0.478,0.487,0.559,0.669,0.656,0.453,0.589,0.758,0.61,0.69,0.587,0.488,0.68,0.71,0.681,0.692,0.537,0.356,0.336,0.321,0.314,0.251,0.396,0.402,0.54,0.521,0.438,0.374,0.303,0.188,0.178,0.233,0.337,0.361,0.253,0.159,0.052,0.0,0,0,1,0,0,0,1
0.17,0.137,0.101,0.073,0.187,0.249,0.172,0.215,0.14,0.23,0.32,0.422,0.572,0.503,0.461,0.313,0.25,0.266,0.335,0.299,0.227,0.129,0.062,0.131,0.229,0.267,0.272,0.186,0.258,0.353,0.401,0.357,0.287,0.286,0.359,0.417,0.404,0.306,0.229,0.12,0,0,1,0,0,0,1
0.284,0.271,0.221,0.294,0.388,0.387,0.229,0.09,0.014,0.127,0.294,0.66,0.94,0.919,0.87,0.427,0.191,0.149,0.217,0.305,0.308,0.245,0.289,0.24,0.267,0.328,0.331,0.3,0.288,0.277,0.269,0.212,0.243,0.295,0.332,0.278,0.162,0.062,0.0,0.0,0,0,1,0,0,0,1
0.216,0.168,0.057,0.07,0.06,0.134,0.211,0.267,0.379,0.377,0.145,0.119,0.169,0.109,0.223,0.26,0.339,0.557,0.523,0.429,0.424,0.333,0.388,0.375,0.378,0.325,0.379,0.3,0.246,0.324,0.33,0.307,0.376,0.401,0.454,0.483,0.426,0.399,0.373,0.352,0,0,1,0,0,0,1
0.153,0.153,0.087,0.085,0.127,0.141,0.179,0.232,0.295,0.287,0.078,0.059,0.054,0.063,0.164,0.25,0.28,0.215,0.142,0.1,0.098,0.108,0.107,0.037,0.062,0.106,0.118,0.08,0.073,0.011,0.024,0.017,0.071,0.23,0.352,0.402,0.447,0.494,0.519,0.572,0,0,0,1,0,1,0
0.688,0.702,0.627,0.571,0.669,0.669,0.595,0.527,0.537,0.496,0.379,0.347,0.377,0.394,0.401,0.367,0.355,0.339,0.484,0.489,0.61,0.59,0.479,0.397,0.434,0.55,0.688,0.688,0.627,0.565,0.459,0.412,0.601,0.785,0.771,0.709,0.545,0.53,0.536,0.568,0,0,0,1,0,1,0
0.585,0.584,0.549,0.531,0.625,0.55,0.348,0.206,0.182,0.352,0.39,0.472,0.467,0.312,0.223,0.143,0.178,0.152,0.228,0.305,0.4,0.438,0.417,0.408,0.451,0.511,0.5,0.27,0.223,0.324,0.446,0.51,0.538,0.543,0.544,0.539,0.483,0.524,0.519,0.52,0,0,0,1,0,1,0
0.75,0.66,0.484,0.274,0.157,0.152,0.208,0.264,0.34,0.283,0.152,0.287,0.298,0.297,0.39,0.323,0.474,0.46,0.359,0.366,0.424,0.679,0.682,0.554,0.465,0.241,0.228,0.072,0.162,0.428,0.609,0.678,0.574,0.404,0.357,0.385,0.457,0.565,0.608,0.62,0,0,0,1,0,1,0
0.67,0.687,0.701,0.732,0.742,0.714,0.606,0.543,0.702,0.68,0.394,0.449,0.458,0.378,0.372,0.123,0.135,0.263,0.388,0.429,0.444,0.458,0.57,0.629,0.684,0.746,0.757,0.441,0.308,0.151,0.254,0.345,0.408,0.572,0.559,0.678,0.783,0.899,0.978,0.964,0,0,0,1,0,1,0
0.443,0.37,0.31,0.294,0.368,0.405,0.24,0.125,0.091,0.164,0.149,0.218,0.253,0.088,0.078,0.123,0.145,0.118,0.139,0.097,0.108,0.149,0.087,0.06,0.122,0.293,0.39,0.38,0.362,0.381,0.486,0.533,0.494,0.389,0.409,0.457,0.519,0.543,0.525,0.44,0,0,0,1,0,1,0
0.386,0.427,0.322,0.376,0.328,0.242,0.222,0.209,0.456,0.607,0.442,0.396,0.416,0.312,0.361,0.367,0.362,0.408,0.388,0.32,0.278,0.205,0.326,0.243,0.316,0.437,0.401,0.338,0.25,0.198,0.199,0.186,0.219,0.319,0.469,0.537,0.523,0.498,0.472,0.432,0,0,0,1,0,1,0
0.114,0.137,0.078,0.052,0.0,0.0,0.065,0.084,0.235,0.27,0.115,0.32,0.458,0.447,0.535,0.43,0.359,0.301,0.228,0.175,0.136,0.157,0.26,0.36,0.5,0.531,0.485,0.331,0.304,0.345,0.425,0.455,0.476,0.528,0.616,0.637,0.606,0.649,0.635,0.604,0,0,0,1,0,1,0
0.472,0.427,0.421,0.367,0.465,0.517,0.412,0.453,0.593,0.615,0.554,0.607,0.563,0.469,0.383,0.13,0.125,0.176,0.206,0.305,0.359,0.414,0.471,0.468,0.549,0.54,0.562,0.441,0.308,0.371,0.596,0.649,0.683,0.755,0.484,0.309,0.164,0.013,0.0,0.0,0,0,0,1,0,1,0
0.551,0.489,0.4,0.271,0.318,0.368,0.301,0.424,0.519,0.533,0.491,0.554,0.623,0.669,0.777,0.557,0.447,0.405,0.431,0.411,0.546,0.643,0.657,0.648,0.545,0.476,0.471,0.426,0.473,0.554,0.584,0.501,0.311,0.15,0.052,0.002,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0
0.5,0.416,0.352,0.37,0.438,0.565,0.48,0.441,0.449,0.406,0.29,0.304,0.44,0.394,0.506,0.473,0.444,0.474,0.587,0.489,0.475,0.522,0.459,0.476,0.486,0.479,0.482,0.468,0.508,0.619,0.651,0.536,0.556,0.466,0.319,0.23,0.068,0.0,0.0,0.0,0,0,0,1,0,1,0
0.46,0.462,0.394,0.294,0.304,0.368,0.423,0.479,0.611,0.701,0.506,0.541,0.5,0.337,0.383,0.363,0.467,0.581,0.577,0.477,0.495,0.402,0.318,0.303,0.375,0.476,0.588,0.403,0.327,0.277,0.303,0.374,0.317,0.457,0.509,0.498,0.506,0.489,0.453,0.456,0,0,0,1,0,1,0
0.693,0.527,0.358,0.332,0.274,0.372,0.362,0.209,0.467,0.594,0.424,0.432,0.247,0.063,0.13,0.177,0.201,0.336,0.502,0.592,0.712,0.699,0.521,0.213,0.174,0.251,0.445,0.673,0.888,0.917,0.82,0.664,0.624,0.664,0.673,0.698,0.706,0.728,0.721,0.724,0,0,0,1,0,1,0
0.824,0.855,0.785,0.636,0.639,0.58,0.434,0.463,0.579,0.844,0.58,0.488,0.684,0.547,0.747,0.707,0.625,0.685,1.0,1.0,1.0,1.0,0.616,0.345,0.337,0.537,0.665,0.821,0.904,0.633,0.706,0.73,0.66,0.755,0.753,0.68,0.711,0.787,0.754,0.744,0,0,0,1,0,1,0
0.608,0.603,0.582,0.531,0.548,0.401,0.204,0.08,0.189,0.471,0.509,0.67,0.611,0.519,0.539,0.477,0.609,0.606,0.555,0.471,0.447,0.426,0.512,0.382,0.455,0.518,0.526,0.521,0.412,0.309,0.336,0.223,0.198,0.277,0.354,0.446,0.538,0.634,0.669,0.744,0,0,0,1,0,1,0
0.58,0.565,0.513,0.49,0.502,0.517,0.434,0.363,0.554,0.779,0.55,0.604,0.633,0.506,0.688,0.77,0.638,0.561,0.566,0.326,0.38,0.482,0.471,0.352,0.337,0.296,0.235,0.297,0.488,0.622,0.697,0.629,0.583,0.637,0.651,0.596,0.509,0.448,0.381,0.404,0,0,0,1,0,0,1
0.58,0.496,0.439,0.493,0.542,0.632,0.48,0.302,0.519,0.803,0.796,0.898,0.846,0.659,0.836,0.753,0.694,0.779,0.794,0.662,0.824,0.94,0.864,0.727,0.573,0.498,0.566,0.608,0.642,0.698,0.706,0.571,0.553,0.593,0.611,0.711,0.762,0.808,0.812,0.788,0,0,0,1,0,0,1
0.205,0.24,0.421,0.49,0.565,0.647,0.351,0.26,0.498,0.467,0.346,0.422,0.404,0.45,0.628,0.58,0.586,0.512,0.395,0.308,0.386,0.486,0.496,0.453,0.424,0.489,0.559,0.433,0.304,0.273,0.278,0.275,0.355,0.372,0.434,0.502,0.474,0.515,0.519,0.476,0,0,0,1,0,0,1
0.074,0.08,0.104,0.09,0.157,0.171,0.0,0.093,0.211,0.279,0.279,0.32,0.389,0.388,0.398,0.313,0.201,0.114,0.103,0.148,0.139,0.088,0.07,0.0,0.135,0.26,0.393,0.384,0.319,0.273,0.254,0.264,0.334,0.413,0.466,0.454,0.419,0.414,0.403,0.404,0,0,0,1,0,0,1
0.114,0.149,0.113,0.172,0.234,0.312,0.287,0.232,0.358,0.418,0.428,0.459,0.44,0.328,0.197,0.157,0.187,0.367,0.399,0.372,0.373,0.193,0.132,0.124,0.188,0.225,0.309,0.308,0.315,0.385,0.327,0.275,0.314,0.351,0.489,0.522,0.498,0.381,0.329,0.256,0,0,0,1,0,0,1
0.812,0.779,0.719,0.752,0.799,0.773,0.652,0.518,0.663,1.0,1.0,1.0,0.91,0.716,0.584,0.533,0.595,0.547,0.598,0.435,0.336,0.478,0.645,0.614,0.75,0.756,0.812,0.871,0.719,0.723,0.673,0.461,0.527,0.628,0.693,0.848,0.9,0.89,0.873,0.848,0,0,0,1,0,0,1
0.403,0.344,0.313,0.353,0.465,0.587,0.444,0.45,0.512,0.557,0.602,0.627,0.596,0.638,0.639,0.437,0.464,0.266,0.31,0.36,0.42,0.647,0.554,0.404,0.413,0.328,0.504,0.498,0.488,0.619,0.563,0.499,0.453,0.469,0.524,0.589,0.626,0.64,0.627,0.592,0,0,0,1,0,0,1
0.568,0.508,0.445,0.534,0.656,0.658,0.538,0.476,0.663,0.934,0.881,0.785,0.651,0.466,0.435,0.37,0.431,0.481,0.484,0.375,0.312,0.301,0.43,0.318,0.396,0.559,0.706,0.753,0.658,0.629,0.456,0.429,0.536,0.608,0.668,0.687,0.662,0.629,0.638,0.612,0,0,0,1,0,0,1
0.369,0.328,0.34,0.379,0.425,0.535,0.43,0.37,0.498,0.541,0.357,0.343,0.316,0.275,0.375,0.393,0.447,0.377,0.306,0.236,0.197,0.209,0.211,0.228,0.309,0.286,0.36,0.304,0.327,0.482,0.523,0.435,0.367,0.322,0.349,0.407,0.489,0.534,0.539,0.56,0,0,0,1,0,0,1
0.489,0.523,0.507,0.499,0.552,0.55,0.462,0.46,0.596,0.643,0.528,0.525,0.521,0.534,0.617,0.517,0.674,0.678,0.605,0.616,0.624,0.751,0.901,0.633,0.441,0.37,0.349,0.335,0.319,0.331,0.324,0.328,0.553,0.681,0.855,0.8,0.677,0.629,0.461,0.484,0,0,0,1,0,0,1
0.699,0.615,0.609,0.618,0.699,0.673,0.523,0.373,0.375,0.406,0.312,0.492,0.681,0.688,0.766,0.55,0.385,0.37,0.502,0.511,0.576,0.61,0.426,0.461,0.656,0.794,0.938,0.707,0.408,0.349,0.321,0.203,0.293,0.292,0.349,0.496,0.468,0.485,0.528,0.484,0,0,0,1,0,0,1
0.347,0.286,0.215,0.169,0.241,0.357,0.409,0.325,0.484,0.615,0.454,0.594,0.539,0.422,0.591,0.597,0.572,0.484,0.285,0.154,0.153,0.229,0.256,0.206,0.299,0.373,0.434,0.346,0.246,0.173,0.159,0.128,0.148,0.227,0.357,0.365,0.264,0.153,0.058,0.0,0,0,0,1,0,0,1
0.33,0.275,0.212,0.122,0.204,0.219,0.161,0.228,0.179,0.225,0.323,0.403,0.542,0.506,0.42,0.283,0.243,0.329,0.395,0.344,0.237,0.096,0.045,0.127,0.233,0.248,0.213,0.118,0.246,0.367,0.431,0.365,0.302,0.304,0.382,0.465,0.432,0.332,0.254,0.148,0,0,0,1,0,0,1
0.5,0.454,0.388,0.385,0.458,0.439,0.247,0.096,0.011,0.127,0.301,0.653,0.943,0.944,0.944,0.55,0.322,0.246,0.342,0.426,0.478,0.55,0.607,0.479,0.486,0.531,0.607,0.673,0.696,0.665,0.55,0.443,0.509,0.572,0.574,0.457,0.268,0.106,0.0,0.0,0,0,0,1,0,0,1
0.597,0.576,0.484,0.507,0.599,0.662,0.599,0.498,0.604,0.713,0.483,0.465,0.419,0.272,0.524,0.513,0.539,0.737,0.658,0.565,0.614,0.602,0.591,0.502,0.469,0.383,0.467,0.361,0.315,0.392,0.382,0.357,0.438,0.501,0.539,0.609,0.596,0.599,0.608,0.616,0,0,0,1,0,0,1
0.926,0.889,0.746,0.65,0.555,0.517,0.649,0.752,0.912,0.869,0.379,0.145,0.127,0.269,0.628,0.773,0.839,0.696,0.47,0.239,0.231,0.365,0.45,0.427,0.458,0.566,0.75,0.825,0.7,0.36,0.229,0.183,0.305,0.469,0.511,0.524,0.545,0.631,0.685,0.712,0,0,0,0,1,1,0
0.761,0.775,0.699,0.714,0.779,0.766,0.663,0.482,0.474,0.426,0.26,0.294,0.352,0.434,0.587,0.603,0.595,0.571,0.722,0.731,0.932,0.928,0.727,0.528,0.545,0.791,1.0,1.0,0.923,0.669,0.529,0.443,0.568,0.737,0.708,0.648,0.481,0.453,0.461,0.488,0,0,0,0,1,1,0
0.869,0.924,0.94,0.878,0.93,0.747,0.444,0.283,0.263,0.598,0.599,0.703,0.729,0.472,0.368,0.207,0.187,0.173,0.317,0.459,0.661,0.847,0.814,0.7,0.66,0.65,0.669,0.563,0.692,0.856,0.951,1.0,1.0,0.917,0.786,0.661,0.545,0.642,0.677,0.74,0,0,0,0,1,1,0
0.665,0.649,0.496,0.344,0.217,0.186,0.222,0.283,0.354,0.303,0.171,0.215,0.241,0.212,0.249,0.243,0.398,0.363,0.263,0.338,0.437,0.683,0.748,0.584,0.469,0.277,0.254,0.167,0.296,0.568,0.713,0.739,0.609,0.44,0.399,0.43,0.468,0.554,0.583,0.544,0,0,0,0,1,1,0
0.733,0.706,0.707,0.685,0.666,0.654,0.552,0.505,0.684,0.689,0.383,0.508,0.521,0.428,0.428,0.103,0.076,0.239,0.42,0.45,0.471,0.434,0.533,0.64,0.76,0.823,0.864,0.574,0.388,0.241,0.294,0.388,0.447,0.611,0.591,0.687,0.753,0.866,0.934,0.9,0,0,0,0,1,1,0
0.966,0.912,0.815,0.793,0.916,0.892,0.616,0.325,0.228,0.336,0.353,0.406,0.44,0.253,0.283,0.323,0.326,0.346,0.331,0.236,0.231,0.261,0.174,0.112,0.153,0.273,0.368,0.357,0.373,0.46,0.596,0.684,0.604,0.442,0.439,0.459,0.532,0.56,0.519,0.42,0,0,0,0,1,1,0
0.79,0.794,0.752,0.758,0.679,0.543,0.341,0.273,0.614,0.877,0.691,0.624,0.651,0.584,0.881,0.893,0.832,0.834,0.648,0.441,0.325,0.289,0.512,0.397,0.531,0.65,0.548,0.544,0.396,0.281,0.291,0.255,0.314,0.407,0.584,0.743,0.791,0.767,0.751,0.624,0,0,0,0,1,1,0
0.449,0.477,0.4,0.286,0.174,0.071,0.075,0.09,0.284,0.41,0.357,0.65,0.798,0.769,0.77,0.523,0.362,0.388,0.495,0.505,0.522,0.47,0.45,0.386,0.465,0.502,0.46,0.342,0.419,0.522,0.709,0.8,0.834,0.829,0.766,0.707,0.687,0.761,0.746,0.748,0,0,0,0,1,1,0
0.852,0.863,0.824,0.781,0.933,0.862,0.695,0.698,0.828,0.963,0.985,0.98,0.861,0.731,0.55,0.21,0.217,0.436,0.48,0.544,0.671,0.691,0.897,1.0,1.0,0.913,0.915,0.669,0.481,0.583,0.709,0.8,0.902,1.0,0.711,0.463,0.245,0.024,0.0,0.0,0,0,0,0,1,1,0
0.756,0.729,0.63,0.481,0.575,0.71,0.649,0.704,0.775,0.91,0.881,0.941,0.991,0.881,0.926,0.643,0.493,0.436,0.456,0.444,0.654,0.823,0.942,0.929,0.729,0.624,0.651,0.662,0.827,0.971,0.924,0.846,0.583,0.327,0.147,0.007,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0
0.898,0.813,0.663,0.603,0.736,0.848,0.835,0.846,0.772,0.717,0.506,0.436,0.633,0.638,0.788,0.78,0.734,0.785,0.979,0.758,0.695,0.711,0.707,0.757,0.736,0.682,0.61,0.563,0.758,0.986,1.0,0.872,0.896,0.752,0.499,0.337,0.094,0.0,0.0,0.0,0,0,0,0,1,1,0
0.744,0.66,0.6,0.472,0.622,0.885,1.0,1.0,1.0,0.959,0.595,0.554,0.521,0.388,0.476,0.49,0.661,0.872,0.986,0.864,0.963,0.916,0.897,0.925,0.958,1.0,0.996,0.612,0.488,0.446,0.477,0.542,0.411,0.472,0.526,0.52,0.545,0.575,0.536,0.568,0,0,0,0,1,1,0
0.761,0.607,0.43,0.414,0.361,0.428,0.409,0.328,0.582,0.762,0.595,0.475,0.289,0.088,0.175,0.32,0.454,0.644,0.822,0.731,0.82,0.924,0.847,0.629,0.465,0.466,0.603,0.764,1.0,0.982,0.792,0.557,0.42,0.442,0.526,0.665,0.783,0.843,0.878,0.888,0,0,0,0,1,1,0
0.665,0.653,0.615,0.525,0.545,0.546,0.427,0.447,0.586,0.734,0.457,0.386,0.428,0.403,0.595,0.58,0.582,0.571,0.694,0.674,0.732,0.719,0.446,0.363,0.33,0.46,0.728,0.696,0.681,0.55,0.544,0.6,0.621,0.678,0.683,0.65,0.66,0.748,0.743,0.732,0,0,0,0,1,1,0
0.682,0.683,0.663,0.638,0.649,0.476,0.305,0.154,0.267,0.627,0.706,0.848,0.753,0.638,0.647,0.65,0.865,1.0,0.968,0.831,0.807,0.763,0.839,0.562,0.576,0.592,0.566,0.662,0.615,0.586,0.599,0.417,0.361,0.357,0.449,0.578,0.711,0.838,0.862,0.912,0,0,0,0,1,1,0
0.716,0.748,0.713,0.612,0.612,0.558,0.401,0.392,0.716,0.943,0.699,0.7,0.62,0.569,0.914,0.947,0.812,0.685,0.48,0.296,0.363,0.446,0.512,0.408,0.368,0.322,0.279,0.342,0.55,0.73,0.81,0.774,0.817,0.894,0.843,0.709,0.579,0.489,0.45,0.484,0,0,0,0,1,0,1
0.705,0.603,0.552,0.528,0.538,0.621,0.462,0.363,0.621,0.873,0.836,0.904,0.855,0.697,0.814,0.7,0.651,0.723,0.74,0.589,0.654,0.751,0.678,0.603,0.507,0.418,0.485,0.597,0.677,0.802,0.838,0.661,0.663,0.667,0.713,0.82,0.855,0.901,0.881,0.832,0,0,0,0,1,0,1
0.818,0.844,0.922,0.942,0.977,1.0,0.685,0.466,0.681,0.648,0.58,0.726,0.696,0.716,0.851,0.69,0.701,0.678,0.594,0.435,0.342,0.406,0.388,0.479,0.625,0.711,0.849,0.624,0.481,0.471,0.456,0.47,0.527,0.496,0.599,0.683,0.728,0.8,0.768,0.74,0,0,0,0,1,0,1
0.693,0.622,0.543,0.399,0.375,0.32,0.308,0.322,0.432,0.602,0.52,0.683,0.774,0.737,0.77,0.6,0.516,0.633,0.769,0.755,0.749,0.59,0.343,0.303,0.476,0.579,0.75,0.612,0.662,0.784,0.761,0.704,0.689,0.74,0.82,0.891,0.926,0.991,1.0,1.0,0,0,0,0,1,0,1
0.574,0.557,0.478,0.51,0.585,0.621,0.538,0.37,0.498,0.623,0.617,0.63,0.578,0.559,0.561,0.56,0.628,0.74,0.769,0.683,0.807,0.787,0.694,0.603,0.594,0.588,0.706,0.677,0.573,0.615,0.685,0.638,0.639,0.658,0.718,0.776,0.838,0.688,0.594,0.456,0,0,0,0,1,0,1
0.614,0.557,0.528,0.609,0.746,0.822,0.72,0.46,0.6,0.766,0.717,0.842,0.771,0.644,0.584,0.513,0.615,0.654,0.676,0.447,0.325,0.321,0.426,0.539,0.667,0.762,0.882,0.848,0.662,0.633,0.606,0.441,0.509,0.578,0.661,0.789,0.847,0.89,0.87,0.872,0,0,0,0,1,0,1
0.648,0.565,0.499,0.531,0.639,0.725,0.588,0.588,0.649,0.713,0.703,0.63,0.593,0.609,0.68,0.61,0.645,0.488,0.537,0.498,0.563,0.863,0.744,0.509,0.49,0.354,0.504,0.502,0.485,0.676,0.636,0.551,0.494,0.469,0.544,0.633,0.717,0.726,0.693,0.648,0,0,0,0,1,0,1
0.716,0.553,0.478,0.446,0.515,0.558,0.473,0.466,0.635,0.861,0.714,0.627,0.569,0.409,0.428,0.35,0.375,0.439,0.441,0.308,0.244,0.249,0.293,0.262,0.316,0.489,0.647,0.677,0.638,0.651,0.538,0.441,0.533,0.525,0.576,0.678,0.681,0.647,0.671,0.644,0,0,0,0,1,0,1
1.0,1.0,1.0,1.0,1.0,0.937,0.667,0.572,0.737,0.922,0.784,0.62,0.518,0.434,0.535,0.537,0.546,0.567,0.491,0.489,0.614,0.635,0.632,0.588,0.573,0.479,0.761,0.776,0.892,1.0,0.817,0.69,0.698,0.897,0.953,1.0,1.0,1.0,0.997,0.976,0,0,0,0,1,0,1
0.699,0.653,0.621,0.513,0.552,0.628,0.645,0.672,0.839,0.848,0.572,0.479,0.419,0.403,0.48,0.503,0.684,0.796,0.822,0.776,0.888,0.968,1.0,0.67,0.417,0.354,0.426,0.494,0.581,0.572,0.471,0.406,0.509,0.673,0.808,0.763,0.764,0.707,0.608,0.672,0,0,0,0,1,0,1
0.574,0.58,0.564,0.583,0.736,0.662,0.538,0.386,0.389,0.422,0.379,0.584,0.735,0.741,0.781,0.527,0.388,0.367,0.416,0.402,0.424,0.47,0.417,0.404,0.559,0.666,0.75,0.555,0.377,0.32,0.284,0.212,0.207,0.227,0.349,0.48,0.496,0.515,0.508,0.48,0,0,0,0,1,0,1
0.705,0.691,0.609,0.641,0.806,0.836,0.778,0.579,0.66,0.869,0.688,0.713,0.693,0.691,0.978,1.0,1.0,0.955,0.872,0.628,0.597,0.695,0.769,0.801,0.892,0.842,0.949,0.932,0.962,0.968,0.899,0.855,0.882,0.988,1.0,0.837,0.596,0.362,0.133,0.0,0,0,0,0,1,0,1
0.75,0.645,0.513,0.315,0.341,0.297,0.294,0.373,0.323,0.533,0.587,0.62,0.732,0.597,0.48,0.36,0.359,0.433,0.463,0.369,0.302,0.201,0.331,0.461,0.472,0.479,0.364,0.251,0.35,0.453,0.517,0.504,0.633,0.702,0.748,0.763,0.619,0.459,0.365,0.184,0,0,0,0,1,0,1
0.875,0.809,0.675,0.612,0.635,0.539,0.333,0.116,0.018,0.176,0.379,0.733,1.0,1.0,1.0,0.613,0.447,0.384,0.523,0.653,0.776,0.936,0.942,0.689,0.646,0.685,0.805,0.916,0.892,0.799,0.706,0.609,0.713,0.814,0.778,0.585,0.36,0.159,0.0,0.0,0,0,0,0,1,0,1
0.659,0.611,0.427,0.37,0.371,0.45,0.487,0.486,0.575,0.664,0.461,0.469,0.479,0.325,0.561,0.547,0.559,0.723,0.669,0.595,0.685,0.727,0.806,0.667,0.566,0.482,0.485,0.422,0.427,0.626,0.664,0.617,0.719,0.687,0.701,0.741,0.736,0.769,0.749,0.784,0,0,0,0,1,0,1
