class1,class2,class3,class4,class5,class6,class7,class8,class9,class10,class11,class12,class13,class14,class15,class16,class17,class18,class19,class20,class21,class22,class23,class24,class25,class26,class27,class28,class29,class30,class31,class32,class33,class34,class35,class36,class37,class38,class39,class40,airport,car,restaurant,street,train,man,woman
0.401,0.371,0.184,0.283,0.476,0.449,0.45,0.24,0.452,0.796,0.662,0.432,0.451,0.426,0.391,0.402,0.273,0.314,0.253,0.321,0.34,0.109,0.192,0.416,0.481,0.459,0.543,0.601,0.582,0.436,0.431,0.425,0.545,0.638,0.585,0.337,0.604,0.614,0.607,0.634,0,0,1,0,0,0,1
0.217,0.192,0.199,0.155,0.242,0.322,0.301,0.34,0.389,0.467,0.417,0.528,0.483,0.334,0.297,0.316,0.237,0.371,0.688,0.858,0.504,0.212,0.176,0.194,0.243,0.193,0.366,0.59,0.644,0.362,0.267,0.266,0.553,0.725,0.719,0.495,0.593,0.574,0.57,0.593,0,0,1,0,0,0,1
0.26,0.289,0.17,0.161,0.242,0.259,0.308,0.397,0.36,0.213,0.511,0.459,0.369,0.398,0.501,0.582,0.455,0.675,0.515,0.334,0.288,0.562,0.645,0.497,0.497,0.302,0.487,0.676,0.885,0.653,0.245,0.286,0.13,0.23,0.397,0.483,0.664,0.801,0.825,0.732,0,0,1,0,0,0,1
0.425,0.374,0.259,0.339,0.374,0.344,0.39,0.368,0.337,0.338,0.255,0.438,0.6,0.476,0.464,0.537,0.316,0.183,0.144,0.266,0.353,0.254,0.344,0.377,0.238,0.243,0.309,0.628,0.767,0.725,0.653,0.51,0.249,0.093,0.177,0.377,0.746,0.67,0.648,0.643,0,0,1,0,0,0,1
0.264,0.209,0.131,0.08,0.358,0.666,0.479,0.446,0.452,0.49,0.563,0.463,0.27,0.248,0.3,0.369,0.524,0.88,1.0,0.894,0.328,0.518,0.74,0.487,0.323,0.295,0.217,0.269,0.45,0.414,0.299,0.092,0.053,0.104,0.146,0.405,0.778,0.828,0.758,0.758,0,0,1,0,0,0,1
0.344,0.282,0.256,0.293,0.374,0.209,0.321,0.321,0.241,0.206,0.314,0.065,0.103,0.235,0.442,0.624,0.491,0.509,0.362,0.324,0.257,0.307,0.413,0.287,0.247,0.181,0.214,0.273,0.432,0.45,0.503,0.591,0.605,0.4,0.174,0.183,0.593,0.578,0.562,0.571,0,0,1,0,0,0,1
0.153,0.144,0.284,0.501,0.636,0.665,0.444,0.249,0.38,0.451,0.32,0.108,0.068,0.111,0.272,0.415,0.353,0.326,0.387,0.412,0.44,0.521,0.723,0.924,0.932,0.562,0.413,0.49,0.588,0.457,0.365,0.489,0.471,0.515,0.441,0.374,0.627,0.568,0.535,0.528,0,0,1,0,0,0,1
0.237,0.175,0.097,0.096,0.22,0.31,0.075,0.195,0.318,0.297,0.248,0.18,0.291,0.443,0.41,0.433,0.405,0.534,0.454,0.435,0.429,0.309,0.232,0.222,0.348,0.443,0.439,0.468,0.724,0.649,0.426,0.213,0.113,0.226,0.195,0.19,0.57,0.502,0.584,0.661,0,0,1,0,0,0,1
0.853,0.864,0.534,0.322,0.46,0.753,0.589,0.674,0.801,0.809,0.786,0.685,0.658,0.645,0.567,0.977,0.944,0.877,0.519,0.465,0.524,0.479,0.401,0.451,0.479,0.436,0.664,0.786,0.805,0.391,0.38,0.36,0.372,0.43,0.299,0.319,0.696,0.709,0.698,0.0,0,0,1,0,0,0,1
0.231,0.227,0.127,0.148,0.325,0.888,0.999,0.748,0.126,0.429,0.547,0.634,0.511,0.412,0.464,0.433,0.205,0.419,0.694,0.929,0.808,0.294,0.267,0.288,0.283,0.102,0.11,0.143,0.298,0.554,0.694,0.742,0.574,0.315,0.081,0.217,0.622,0.607,0.591,0.616,0,0,1,0,0,0,1
0.371,0.413,0.262,0.222,0.362,0.46,0.405,0.13,0.001,0.306,0.457,0.909,0.989,1.0,1.0,0.72,0.211,0.5,0.612,0.667,0.466,0.239,0.261,0.428,0.569,0.479,0.431,0.451,0.514,0.342,0.349,0.407,0.417,0.401,0.292,0.235,0.611,0.614,0.0,0.0,0,0,1,0,0,0,1
0.238,0.285,0.204,0.182,0.263,0.217,0.192,0.224,0.252,0.318,0.232,0.105,0.111,0.191,0.251,0.271,0.324,0.594,0.733,0.988,0.9,0.341,0.515,0.474,0.655,0.588,0.477,0.558,0.615,0.441,0.417,0.475,0.525,0.567,0.435,0.292,0.599,0.547,0.543,0.57,0,0,1,0,0,0,1
0.086,0.099,0.158,0.111,0.154,0.166,0.159,0.303,0.444,0.332,0.251,0.179,0.179,0.115,0.142,0.311,0.382,0.139,0.138,0.332,0.38,0.181,0.078,0.134,0.121,0.032,0.099,0.315,0.21,0.0,0.0,0.0,0.096,0.155,0.016,0.135,0.617,0.666,0.715,0.753,0,0,0,1,0,1,0
0.618,0.54,0.477,0.443,0.543,0.624,0.51,0.44,0.533,0.489,0.374,0.337,0.294,0.261,0.428,0.6,0.423,0.315,0.318,0.557,0.76,0.439,0.542,0.673,0.73,0.496,0.576,0.868,0.899,0.565,0.475,0.561,0.551,0.605,0.625,0.384,0.687,0.699,0.731,0.777,0,0,0,1,0,1,0
0.661,0.62,0.6,0.37,0.508,0.662,0.463,0.23,0.069,0.093,0.268,0.6,0.239,0.095,0.219,0.343,0.232,0.122,0.087,0.208,0.486,0.563,0.372,0.334,0.635,0.651,0.532,0.309,0.32,0.363,0.556,0.622,0.587,0.507,0.176,0.177,0.624,0.619,0.64,0.752,0,0,0,1,0,1,0
0.765,0.76,0.549,0.281,0.238,0.204,0.282,0.37,0.439,0.603,0.497,0.353,0.346,0.331,0.357,0.678,0.621,0.511,0.508,0.527,0.52,0.717,0.703,0.306,0.269,0.273,0.376,0.478,0.424,0.478,0.739,0.794,0.669,0.498,0.279,0.261,0.699,0.776,0.769,0.761,0,0,0,1,0,1,0
0.7,0.664,0.658,0.679,0.629,0.363,0.253,0.293,0.525,0.61,0.228,0.131,0.258,0.266,0.186,0.231,0.228,0.389,0.591,0.625,0.564,0.412,0.354,0.368,0.88,0.561,0.353,0.446,0.217,0.164,0.33,0.367,0.49,0.419,0.313,0.285,0.701,0.887,0.963,0.958,0,0,0,1,0,1,0
0.515,0.587,0.397,0.193,0.263,0.451,0.168,0.118,0.057,0.097,0.317,0.181,0.108,0.089,0.18,0.095,0.106,0.203,0.207,0.243,0.112,0.035,0.131,0.196,0.334,0.263,0.376,0.496,0.464,0.435,0.494,0.677,0.608,0.3,0.143,0.285,0.74,0.746,0.591,0.558,0,0,0,1,0,1,0
0.412,0.441,0.476,0.302,0.321,0.135,0.058,0.147,0.204,0.669,0.225,0.056,0.068,0.142,0.35,0.342,0.336,0.578,0.335,0.215,0.265,0.253,0.331,0.372,0.329,0.308,0.529,0.322,0.246,0.147,0.187,0.286,0.331,0.375,0.201,0.221,0.635,0.662,0.63,0.638,0,0,0,1,0,1,0
0.223,0.213,0.23,0.304,0.465,0.359,0.824,0.848,0.647,0.449,0.38,0.314,0.383,0.595,0.608,0.589,0.367,0.321,0.361,0.298,0.251,0.234,0.437,0.515,0.61,0.552,0.542,0.397,0.414,0.448,0.482,0.51,0.595,0.629,0.377,0.325,0.753,0.736,0.733,0.76,0,0,0,1,0,1,0
0.515,0.464,0.432,0.363,0.308,0.366,0.347,0.371,0.366,0.568,0.34,0.337,0.598,0.312,0.158,0.133,0.12,0.249,0.379,0.543,0.559,0.594,0.333,0.18,0.535,0.702,0.385,0.245,0.386,0.383,0.438,0.774,0.869,0.716,0.477,0.453,0.737,0.824,0.0,0.0,0,0,0,1,0,1,0
0.578,0.546,0.374,0.445,0.63,0.663,0.412,0.28,0.316,0.478,0.45,0.299,0.33,0.497,0.558,0.585,0.409,0.372,0.398,0.508,0.523,0.44,0.599,0.517,0.574,0.387,0.437,0.463,0.588,0.607,0.583,0.586,0.559,0.576,0.548,0.269,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0
0.501,0.532,0.181,0.339,0.499,0.588,0.419,0.413,0.438,0.57,0.822,0.761,0.482,0.316,0.293,0.378,0.367,0.489,0.412,0.59,0.569,0.479,0.507,0.426,0.569,0.553,0.587,0.538,0.65,0.697,0.672,0.666,0.623,0.598,0.577,0.571,0.812,0.0,0.0,0.0,0,0,0,1,0,1,0
0.573,0.535,0.455,0.446,0.455,0.397,0.47,0.593,0.387,0.438,0.537,0.455,0.419,0.35,0.346,0.417,0.48,0.611,0.517,0.546,0.528,0.425,0.241,0.214,0.362,0.583,0.541,0.491,0.447,0.228,0.351,0.514,0.584,0.548,0.458,0.449,0.7,0.695,0.696,0.731,0,0,0,1,0,1,0
0.694,0.662,0.113,0.155,0.295,0.202,0.244,0.351,0.391,0.673,0.654,0.228,0.018,0.067,0.275,0.454,0.389,0.391,0.364,0.643,0.832,0.426,0.412,0.41,0.457,0.408,0.537,0.766,0.914,0.963,0.797,0.724,0.793,0.718,0.673,0.656,0.814,0.833,0.836,0.838,0,0,0,1,0,1,0
0.592,0.646,0.668,0.345,0.382,0.42,0.389,0.401,0.477,0.66,0.609,0.402,0.274,0.417,0.64,0.648,0.642,0.8,0.64,0.89,0.897,0.91,1.0,0.924,0.675,0.517,0.663,0.839,0.99,0.925,0.812,0.625,0.79,0.654,0.397,0.649,0.905,0.848,0.84,0.844,0,0,0,1,0,1,0
0.651,0.605,0.592,0.463,0.455,0.415,0.211,0.15,0.145,0.202,0.44,0.792,0.534,0.45,0.487,0.559,0.56,0.675,0.549,0.484,0.52,0.517,0.486,0.5,0.658,0.708,0.85,0.547,0.426,0.467,0.511,0.446,0.409,0.473,0.482,0.523,0.741,0.756,0.828,0.849,0,0,0,1,0,1,0
0.649,0.677,0.591,0.576,0.746,0.618,0.432,0.423,0.378,0.481,0.577,0.362,0.405,0.502,0.524,0.548,0.632,0.67,0.352,0.488,0.505,0.324,0.369,0.357,0.459,0.342,0.312,0.437,0.535,0.599,0.689,0.507,0.422,0.483,0.611,0.572,0.703,0.614,0.7,0.727,0,0,0,1,0,0,1
0.641,0.613,0.313,0.271,0.464,0.698,0.658,0.6,0.549,0.814,1.0,0.566,0.496,0.555,0.681,0.778,0.7,0.795,0.702,0.782,0.748,0.826,0.902,0.506,0.504,0.499,0.566,0.618,0.733,0.703,0.715,0.74,0.721,0.758,0.766,0.711,0.88,0.892,0.892,0.892,0,0,0,1,0,0,1
0.405,0.275,0.379,0.801,0.822,0.515,0.482,0.53,0.551,0.637,0.403,0.272,0.27,0.239,0.332,0.571,0.537,0.567,0.28,0.519,0.799,0.743,0.626,0.44,0.45,0.388,0.533,0.598,0.653,0.429,0.328,0.356,0.379,0.436,0.336,0.249,0.646,0.671,0.709,0.776,0,0,0,1,0,0,1
0.096,0.1,0.099,0.248,0.428,0.405,0.418,0.226,0.442,0.8,0.661,0.333,0.311,0.403,0.401,0.403,0.237,0.284,0.206,0.27,0.37,0.087,0.01,0.099,0.194,0.372,0.498,0.561,0.594,0.416,0.322,0.356,0.527,0.613,0.503,0.261,0.579,0.553,0.548,0.557,0,0,0,1,0,0,1
0.141,0.13,0.198,0.17,0.296,0.32,0.288,0.329,0.374,0.457,0.402,0.52,0.503,0.318,0.286,0.372,0.315,0.418,0.716,0.877,0.465,0.215,0.227,0.205,0.271,0.221,0.487,0.686,0.728,0.477,0.372,0.304,0.591,0.755,0.804,0.663,0.689,0.664,0.683,0.714,0,0,0,1,0,0,1
0.641,0.731,0.587,0.444,0.629,0.682,0.399,0.452,0.516,0.752,0.934,0.914,0.45,0.417,0.532,0.616,0.493,0.741,0.59,0.512,0.525,0.611,0.701,0.692,0.7,0.555,0.705,0.752,0.958,0.922,0.681,0.614,0.305,0.356,0.519,0.683,0.867,0.901,0.888,0.861,0,0,0,1,0,0,1
0.507,0.404,0.268,0.367,0.433,0.439,0.439,0.42,0.472,0.464,0.327,0.515,0.648,0.549,0.558,0.621,0.397,0.413,0.34,0.454,0.59,0.516,0.509,0.565,0.508,0.416,0.438,0.634,0.773,0.716,0.623,0.595,0.414,0.192,0.211,0.406,0.763,0.755,0.735,0.738,0,0,0,1,0,0,1
0.632,0.573,0.284,0.185,0.436,0.749,0.489,0.447,0.502,0.879,0.677,0.553,0.482,0.333,0.344,0.417,0.532,0.881,0.973,0.879,0.611,0.641,0.741,0.579,0.519,0.456,0.558,0.596,0.548,0.518,0.484,0.461,0.466,0.532,0.767,0.673,0.77,0.784,0.794,0.752,0,0,0,1,0,0,1
0.355,0.339,0.295,0.363,0.507,0.407,0.338,0.314,0.272,0.388,0.504,0.15,0.134,0.236,0.429,0.609,0.486,0.505,0.359,0.34,0.281,0.334,0.401,0.326,0.32,0.243,0.23,0.323,0.588,0.524,0.52,0.596,0.618,0.428,0.197,0.248,0.65,0.738,0.747,0.678,0,0,0,1,0,0,1
0.575,0.605,0.624,0.579,0.657,0.678,0.479,0.423,0.515,0.557,0.432,0.396,0.433,0.41,0.483,0.588,0.482,0.615,0.579,0.496,0.563,0.738,0.838,0.95,0.964,0.639,0.505,0.556,0.633,0.53,0.541,0.576,0.541,0.586,0.674,0.738,0.706,0.65,0.564,0.538,0,0,0,1,0,0,1
0.676,0.654,0.369,0.28,0.498,0.581,0.198,0.258,0.398,0.422,0.373,0.393,0.523,0.616,0.467,0.449,0.42,0.566,0.524,0.565,0.618,0.451,0.381,0.414,0.539,0.733,0.61,0.554,0.789,0.667,0.513,0.395,0.242,0.326,0.361,0.38,0.715,0.681,0.636,0.67,0,0,0,1,0,0,1
0.512,0.368,0.241,0.255,0.314,0.428,0.478,0.629,0.726,0.629,0.612,0.646,0.637,0.62,0.436,0.945,1.0,0.909,0.291,0.376,0.517,0.492,0.342,0.317,0.391,0.42,0.637,0.775,0.793,0.34,0.312,0.279,0.275,0.29,0.218,0.248,0.618,0.64,0.682,0.0,0,0,0,1,0,0,1
0.425,0.356,0.19,0.174,0.349,0.907,1.0,0.709,0.193,0.419,0.484,0.618,0.516,0.408,0.456,0.428,0.232,0.526,0.79,1.0,0.9,0.419,0.306,0.308,0.381,0.189,0.18,0.226,0.384,0.596,0.705,0.719,0.586,0.395,0.21,0.272,0.657,0.646,0.636,0.652,0,0,0,1,0,0,1
0.552,0.549,0.28,0.225,0.359,0.51,0.463,0.139,0.009,0.385,0.506,0.916,0.995,0.997,0.957,0.734,0.338,0.55,0.625,0.694,0.66,0.505,0.507,0.582,0.627,0.514,0.563,0.725,0.821,0.68,0.588,0.588,0.548,0.655,0.67,0.614,0.815,0.842,0.0,0.0,0,0,0,1,0,0,1
0.547,0.646,0.642,0.584,0.634,0.811,0.609,0.349,0.321,0.488,0.717,0.414,0.301,0.364,0.337,0.466,0.398,0.599,0.733,0.986,0.944,0.646,0.701,0.565,0.696,0.605,0.496,0.61,0.652,0.464,0.47,0.528,0.544,0.583,0.546,0.471,0.726,0.747,0.767,0.757,0,0,0,1,0,0,1
0.869,0.933,0.802,0.484,0.413,0.32,0.287,0.512,1.0,0.794,0.433,0.462,0.532,0.511,0.539,0.786,0.79,0.606,0.38,0.486,0.519,0.326,0.327,0.486,0.441,0.479,0.753,0.891,0.796,0.366,0.198,0.221,0.435,0.43,0.137,0.219,0.677,0.762,0.866,0.881,0,0,0,0,1,1,0
0.77,0.856,0.787,0.63,0.712,0.686,0.537,0.447,0.46,0.392,0.386,0.362,0.453,0.413,0.552,0.747,0.6,0.533,0.46,0.767,1.0,0.699,0.575,0.685,0.746,0.659,0.838,1.0,0.939,0.561,0.508,0.593,0.597,0.789,0.865,0.461,0.695,0.695,0.713,0.788,0,0,0,0,1,1,0
0.934,0.898,0.943,0.773,0.615,0.709,0.513,0.339,0.186,0.216,0.447,0.842,0.468,0.267,0.353,0.451,0.298,0.198,0.185,0.38,0.823,0.964,0.737,0.525,0.733,0.764,0.675,0.53,0.695,0.912,1.0,1.0,1.0,0.904,0.364,0.27,0.688,0.697,0.75,0.923,0,0,0,0,1,1,0
0.66,0.737,0.707,0.433,0.348,0.233,0.264,0.346,0.42,0.551,0.453,0.394,0.299,0.223,0.295,0.697,0.642,0.534,0.484,0.451,0.46,0.746,0.76,0.399,0.399,0.36,0.425,0.477,0.599,0.686,0.854,0.859,0.763,0.683,0.391,0.291,0.707,0.781,0.752,0.724,0,0,0,0,1,1,0
0.825,0.792,0.734,0.741,0.616,0.309,0.206,0.27,0.554,0.785,0.361,0.21,0.307,0.246,0.108,0.133,0.169,0.465,0.691,0.712,0.674,0.413,0.358,0.405,0.964,0.703,0.494,0.496,0.343,0.335,0.42,0.446,0.671,0.54,0.347,0.367,0.771,0.936,0.958,0.99,0,0,0,0,1,1,0
0.94,0.91,0.797,0.601,0.709,1.0,0.563,0.294,0.247,0.462,0.62,0.462,0.277,0.272,0.407,0.418,0.389,0.554,0.526,0.492,0.262,0.182,0.228,0.272,0.36,0.25,0.392,0.533,0.508,0.592,0.68,0.862,0.777,0.295,0.121,0.256,0.747,0.776,0.592,0.56,0,0,0,0,1,1,0
0.839,0.81,0.723,0.579,0.588,0.196,0.078,0.156,0.253,0.928,0.242,0.064,0.087,0.396,0.716,0.832,0.751,0.918,0.394,0.189,0.297,0.334,0.489,0.608,0.422,0.435,0.827,0.568,0.393,0.292,0.344,0.41,0.44,0.531,0.38,0.424,0.832,0.932,0.778,0.752,0,0,0,0,1,1,0
0.529,0.545,0.608,0.449,0.535,0.511,0.879,0.865,0.664,0.507,0.564,0.632,0.731,0.794,0.646,0.601,0.35,0.342,0.464,0.583,0.672,0.512,0.499,0.549,0.684,0.58,0.599,0.544,0.616,0.645,0.661,0.778,0.92,0.821,0.482,0.442,0.836,0.862,0.888,0.919,0,0,0,0,1,1,0
0.884,0.941,0.954,0.662,0.553,0.668,0.419,0.39,0.455,0.966,0.634,0.721,0.838,0.449,0.237,0.197,0.163,0.435,0.726,0.85,0.789,0.876,0.849,0.643,0.941,0.972,0.507,0.369,0.476,0.508,0.612,0.864,0.93,0.883,0.892,0.885,0.932,0.875,0.0,0.0,0,0,0,0,1,1,0
0.833,0.812,0.721,0.675,0.793,0.874,0.753,0.578,0.52,0.682,0.697,0.868,0.828,0.708,0.59,0.594,0.423,0.464,0.446,0.542,0.564,0.516,0.841,0.755,0.797,0.439,0.478,0.552,0.81,0.905,0.886,0.925,0.894,0.897,0.905,0.723,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0
0.844,0.911,0.635,0.412,0.535,0.701,0.719,0.539,0.67,0.856,0.886,0.823,0.605,0.607,0.452,0.502,0.515,0.805,0.663,0.834,0.7,0.526,0.582,0.654,0.789,0.571,0.6,0.636,0.865,1.0,0.979,0.975,0.899,0.89,0.889,0.846,0.97,0.0,0.0,0.0,0,0,0,0,1,1,0
0.748,0.736,0.587,0.59,0.615,0.817,0.936,1.0,0.541,0.539,0.582,0.505,0.472,0.406,0.433,0.563,0.656,0.863,0.784,0.928,0.972,0.864,0.663,0.6,0.989,1.0,0.662,0.498,0.455,0.33,0.576,0.707,0.699,0.563,0.507,0.632,0.769,0.744,0.765,0.818,0,0,0,0,1,1,0
0.7,0.713,0.378,0.257,0.397,0.258,0.256,0.36,0.43,1.0,0.852,0.558,0.261,0.13,0.308,0.531,0.542,0.629,0.512,0.692,0.816,0.647,0.721,0.736,0.738,0.495,0.547,0.812,0.971,0.931,0.85,0.688,0.62,0.494,0.504,0.635,0.826,0.916,0.937,0.914,0,0,0,0,1,1,0
0.696,0.765,0.698,0.382,0.407,0.45,0.522,0.455,0.502,0.678,0.614,0.307,0.278,0.451,0.658,0.662,0.627,0.773,0.697,0.837,0.791,0.886,0.988,0.885,0.694,0.559,0.637,0.835,0.961,0.868,0.765,0.701,0.833,0.78,0.573,0.665,0.915,0.878,0.87,0.903,0,0,0,0,1,1,0
0.728,0.717,0.734,0.553,0.504,0.469,0.268,0.27,0.259,0.304,0.522,1.0,0.581,0.484,0.517,0.606,0.665,0.988,0.883,0.813,0.795,0.747,0.686,0.718,0.755,0.803,1.0,0.618,0.47,0.581,0.718,0.697,0.54,0.58,0.634,0.712,0.87,0.895,0.927,0.936,0,0,0,0,1,1,0
0.835,0.85,0.853,0.803,0.873,0.71,0.455,0.438,0.398,0.622,0.73,0.359,0.423,0.577,0.635,0.775,0.802,0.737,0.419,0.568,0.612,0.508,0.536,0.448,0.533,0.428,0.363,0.466,0.577,0.731,0.865,0.601,0.611,0.829,0.882,0.707,0.766,0.701,0.748,0.799,0,0,0,0,1,0,1
0.838,0.804,0.556,0.401,0.544,0.693,0.656,0.597,0.572,0.887,0.927,0.631,0.497,0.564,0.73,0.814,0.71,0.755,0.676,0.738,0.669,0.606,0.719,0.341,0.41,0.472,0.56,0.552,0.719,0.796,0.801,0.764,0.729,0.782,0.797,0.73,0.925,0.959,0.913,0.924,0,0,0,0,1,0,1
0.852,0.839,0.898,1.0,1.0,0.951,0.752,0.573,0.57,0.663,0.511,0.458,0.614,0.482,0.387,0.589,0.564,0.662,0.403,0.572,0.875,0.808,0.72,0.538,0.685,0.652,0.758,0.76,0.774,0.579,0.575,0.531,0.436,0.493,0.437,0.487,0.846,0.883,0.87,0.876,0,0,0,0,1,0,1
0.776,0.706,0.424,0.413,0.571,0.56,0.54,0.334,0.492,0.852,0.704,0.565,0.675,0.512,0.44,0.491,0.466,0.535,0.595,0.837,0.868,0.309,0.167,0.363,0.605,0.559,0.585,0.679,0.728,0.789,0.816,0.66,0.637,0.703,0.774,0.976,0.993,0.98,0.992,1.0,0,0,0,0,1,0,1
0.639,0.692,0.437,0.258,0.411,0.514,0.363,0.353,0.416,0.687,0.649,0.666,0.593,0.463,0.515,0.505,0.421,0.694,0.837,0.977,0.779,0.694,0.545,0.389,0.542,0.648,0.731,0.704,0.755,0.662,0.731,0.758,0.752,0.809,0.802,0.743,0.892,0.919,0.927,0.942,0,0,0,0,1,0,1
0.646,0.651,0.417,0.329,0.634,0.755,0.475,0.466,0.491,0.696,0.86,0.749,0.415,0.425,0.547,0.647,0.535,0.821,0.692,0.651,0.563,0.617,0.703,0.655,0.705,0.667,0.728,0.743,0.93,0.916,0.682,0.691,0.411,0.377,0.528,0.768,0.916,0.93,0.931,0.944,0,0,0,0,1,0,1
0.693,0.643,0.379,0.434,0.539,0.707,0.556,0.475,0.527,0.486,0.364,0.542,0.643,0.565,0.578,0.657,0.547,0.705,0.472,0.524,0.731,0.542,0.665,0.778,0.739,0.582,0.558,0.717,0.8,0.713,0.676,0.696,0.489,0.219,0.243,0.468,0.831,0.86,0.816,0.75,0,0,0,0,1,0,1
1.0,0.766,0.361,0.246,0.511,0.746,0.476,0.439,0.513,0.979,0.69,0.554,0.445,0.39,0.363,0.409,0.52,0.851,0.879,0.808,0.544,0.629,0.784,0.575,0.47,0.47,0.612,0.606,0.559,0.558,0.653,0.775,0.571,0.538,0.61,0.473,0.8,0.874,0.847,0.842,0,0,0,0,1,0,1
0.877,1.0,1.0,0.937,0.934,0.751,0.508,0.395,0.36,0.735,0.862,0.507,0.3,0.319,0.502,0.673,0.534,0.604,0.51,0.548,0.56,0.749,0.709,0.555,0.616,0.511,0.505,0.759,1.0,0.844,0.623,0.664,0.747,0.826,0.977,0.989,0.989,0.976,0.971,0.989,0,0,0,0,1,0,1
0.896,0.816,0.666,0.573,0.685,0.695,0.505,0.524,0.718,0.711,0.485,0.4,0.459,0.402,0.448,0.559,0.559,0.844,0.723,0.689,0.859,1.0,0.937,1.0,1.0,0.68,0.617,0.776,0.756,0.644,0.604,0.612,0.57,0.616,0.744,0.843,0.762,0.753,0.782,0.727,0,0,0,0,1,0,1
0.627,0.636,0.384,0.354,0.623,0.787,0.335,0.307,0.435,0.416,0.355,0.443,0.669,0.679,0.529,0.512,0.463,0.643,0.569,0.53,0.538,0.405,0.384,0.538,0.683,0.729,0.634,0.559,0.79,0.697,0.59,0.519,0.311,0.382,0.482,0.543,0.807,0.773,0.687,0.705,0,0,0,0,1,0,1
0.803,0.75,0.626,0.447,0.563,0.901,0.633,0.684,0.791,0.853,0.773,0.678,0.653,0.644,0.719,1.0,0.984,1.0,0.675,0.535,0.603,0.622,0.636,0.795,0.876,0.794,0.835,0.861,0.951,0.895,0.863,0.919,0.991,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,1,0,1
0.87,0.803,0.503,0.446,0.518,0.876,0.955,0.724,0.385,0.534,0.637,0.865,0.605,0.438,0.47,0.465,0.357,0.662,0.835,0.928,0.816,0.499,0.428,0.463,0.66,0.338,0.316,0.378,0.504,0.602,0.703,0.761,0.682,0.816,0.92,0.73,0.826,0.833,0.804,0.778,0,0,0,0,1,0,1
0.9,0.896,0.616,0.369,0.497,0.554,0.504,0.253,0.182,0.505,0.583,0.956,1.0,0.985,0.948,0.83,0.507,0.676,0.67,0.755,0.883,0.785,0.699,0.655,0.675,0.599,0.744,0.875,0.979,0.676,0.581,0.732,0.797,0.826,0.832,0.849,0.922,0.937,0.0,0.0,0,0,0,0,1,0,1
0.582,0.708,0.674,0.497,0.474,0.534,0.502,0.321,0.3,0.466,0.628,0.442,0.356,0.396,0.413,0.527,0.405,0.6,0.736,0.993,0.989,0.754,0.794,0.722,0.799,0.642,0.559,0.668,0.733,0.677,0.826,0.855,0.694,0.675,0.722,0.747,0.852,0.848,0.892,0.901,0,0,0,0,1,0,1
