class1,class2,class3,class4,class5,class6,class7,class8,class9,class10,class11,class12,class13,class14,class15,class16,class17,class18,class19,class20,class21,class22,class23,class24,class25,class26,class27,class28,class29,class30,class31,class32,class33,class34,class35,class36,class37,class38,class39,class40,airport,car,restaurant,street,train,man,woman
0.642,0.61,0.324,0.417,0.644,0.788,0.68,0.455,0.625,0.588,0.608,0.53,0.595,0.406,0.178,0.22,0.468,0.481,0.477,0.425,0.496,0.557,0.57,0.56,0.467,0.394,0.342,0.359,0.403,0.425,0.247,0.074,0.152,0.279,0.292,0.444,0.764,0.719,0.734,0.762,0,0,1,0,0,0,1
0.516,0.444,0.3,0.23,0.14,0.169,0.127,0.194,0.388,0.491,0.471,0.357,0.482,0.639,0.553,0.501,0.541,0.485,0.666,0.759,0.694,0.363,0.318,0.322,0.307,0.296,0.424,0.669,0.68,0.471,0.417,0.442,0.526,0.536,0.642,0.725,0.751,0.65,0.681,0.693,0,0,1,0,0,0,1
0.523,0.575,0.4,0.349,0.381,0.275,0.207,0.344,0.654,0.607,0.668,0.501,0.153,0.169,0.433,0.526,0.643,0.79,0.731,0.512,0.387,0.589,0.64,0.486,0.372,0.317,0.244,0.255,0.554,0.869,0.64,0.543,0.219,0.187,0.22,0.426,0.87,0.923,0.952,0.884,0,0,1,0,0,0,1
0.762,0.605,0.248,0.226,0.268,0.297,0.24,0.301,0.605,0.553,0.361,0.328,0.525,0.794,0.732,0.677,0.618,0.454,0.379,0.497,0.542,0.628,0.731,0.709,0.4,0.303,0.206,0.359,0.401,0.425,0.661,0.545,0.131,0.038,0.098,0.222,0.755,0.764,0.793,0.812,0,0,1,0,0,0,1
0.351,0.466,0.441,0.313,0.667,0.771,0.432,0.451,0.627,0.442,0.342,0.282,0.329,0.296,0.293,0.272,0.555,0.729,0.974,1.0,0.7,0.854,0.9,0.804,0.603,0.66,0.388,0.224,0.299,0.352,0.463,0.326,0.182,0.156,0.276,0.57,0.823,0.713,0.689,0.817,0,0,1,0,0,0,1
0.557,0.517,0.355,0.323,0.34,0.294,0.263,0.238,0.305,0.325,0.366,0.148,0.0,0.098,0.49,0.36,0.217,0.127,0.155,0.32,0.393,0.554,0.593,0.472,0.327,0.347,0.382,0.466,0.22,0.132,0.059,0.068,0.26,0.457,0.406,0.341,0.722,0.644,0.646,0.676,0,0,1,0,0,0,1
0.096,0.168,0.352,0.288,0.229,0.251,0.236,0.308,0.5,0.092,0.004,0.0,0.153,0.112,0.124,0.159,0.334,0.519,0.679,0.699,0.713,0.752,0.954,0.994,1.0,1.0,0.957,0.843,0.713,0.69,0.571,0.293,0.16,0.26,0.368,0.816,0.95,0.803,0.782,0.804,0,0,1,0,0,0,1
0.481,0.369,0.251,0.258,0.207,0.229,0.179,0.247,0.433,0.255,0.228,0.318,0.5,0.561,0.43,0.152,0.174,0.241,0.467,0.597,0.508,0.294,0.224,0.359,0.356,0.478,0.658,0.884,0.998,1.0,0.915,0.5,0.142,0.363,0.636,0.704,0.86,0.647,0.675,0.698,0,0,1,0,0,0,1
0.725,0.712,0.806,0.641,0.633,0.699,0.576,0.668,0.99,1.0,0.649,0.302,0.294,0.342,0.637,0.906,0.962,0.919,0.738,0.374,0.405,0.608,0.608,0.555,0.538,0.624,0.766,0.885,0.858,0.586,0.644,0.602,0.632,0.58,0.508,0.462,0.787,0.734,0.756,0.0,0,0,1,0,0,0,1
0.471,0.495,0.233,0.15,0.391,0.975,1.0,1.0,0.816,0.951,1.0,0.798,0.465,0.009,0.043,0.215,0.297,0.651,0.933,0.956,0.984,0.726,0.555,0.445,0.288,0.242,0.177,0.195,0.28,0.274,0.217,0.199,0.338,0.435,0.328,0.394,0.769,0.689,0.689,0.731,0,0,1,0,0,0,1
0.581,0.647,0.586,0.437,0.379,0.347,0.434,0.448,0.448,0.673,0.904,1.0,0.986,0.975,0.969,1.0,0.587,0.549,0.52,0.51,0.471,0.525,0.556,0.458,0.311,0.369,0.395,0.266,0.379,0.436,0.443,0.238,0.364,0.499,0.494,0.532,0.838,0.814,0.0,0.0,0,0,1,0,0,0,1
0.368,0.466,0.527,0.48,0.558,0.483,0.231,0.004,0.002,0.0,0.349,0.387,0.378,0.44,0.491,0.48,0.15,0.219,0.37,0.602,0.831,0.616,0.754,0.541,0.452,0.443,0.418,0.678,0.728,0.663,0.759,0.59,0.399,0.386,0.379,0.4,0.732,0.637,0.619,0.638,0,0,1,0,0,0,1
0.334,0.378,0.324,0.284,0.05,0.034,0.08,0.349,0.682,0.506,0.527,0.462,0.394,0.281,0.338,0.544,0.658,0.454,0.241,0.377,0.423,0.42,0.316,0.313,0.209,0.19,0.291,0.515,0.458,0.189,0.156,0.178,0.437,0.348,0.066,0.14,0.694,0.74,0.818,0.836,0,0,0,1,0,1,0
0.85,0.798,0.722,0.61,0.601,0.52,0.356,0.286,0.505,0.536,0.42,0.383,0.613,0.442,0.401,0.588,0.746,0.618,0.619,0.669,0.597,0.651,0.638,0.542,0.357,0.286,0.449,0.587,0.581,0.676,0.442,0.35,0.472,0.726,0.722,0.767,0.936,0.867,0.885,0.88,0,0,0,1,0,1,0
0.723,0.717,0.599,0.184,0.167,0.307,0.29,0.328,0.306,0.211,0.405,0.607,0.556,0.417,0.487,0.521,0.469,0.201,0.054,0.312,0.52,0.579,0.515,0.35,0.349,0.403,0.295,0.266,0.491,0.546,0.601,0.53,0.484,0.526,0.156,0.07,0.629,0.619,0.673,0.755,0,0,0,1,0,1,0
0.818,0.732,0.764,0.55,0.494,0.33,0.139,0.222,0.505,0.703,0.695,0.486,0.584,0.77,0.737,0.76,0.801,0.744,0.766,0.727,0.698,0.718,0.785,0.513,0.24,0.174,0.366,0.694,0.624,0.67,0.757,0.495,0.447,0.629,0.608,0.643,0.898,0.809,0.793,0.795,0,0,0,1,0,1,0
0.807,0.694,0.586,0.528,0.56,0.339,0.157,0.248,0.684,0.721,0.511,0.382,0.523,0.601,0.426,0.473,0.557,0.659,0.722,0.637,0.655,0.694,0.556,0.488,0.646,0.73,0.666,0.708,0.465,0.247,0.352,0.567,0.791,0.627,0.309,0.24,0.78,0.837,0.896,0.905,0,0,0,1,0,1,0
0.604,0.674,0.524,0.138,0.156,0.239,0.188,0.198,0.323,0.374,0.569,0.489,0.414,0.321,0.376,0.22,0.194,0.17,0.309,0.461,0.332,0.186,0.224,0.326,0.35,0.436,0.566,0.637,0.63,0.597,0.706,0.676,0.696,0.643,0.575,0.629,0.857,0.79,0.742,0.671,0,0,0,1,0,1,0
0.734,0.734,0.702,0.423,0.386,0.307,0.215,0.322,0.59,0.665,0.446,0.167,0.106,0.205,0.557,0.566,0.572,0.569,0.49,0.311,0.242,0.248,0.393,0.478,0.379,0.395,0.465,0.397,0.17,0.11,0.272,0.473,0.512,0.385,0.089,0.133,0.712,0.738,0.782,0.782,0,0,0,1,0,1,0
0.555,0.57,0.466,0.73,0.923,0.853,0.971,0.828,0.995,0.744,0.638,0.503,0.603,0.769,0.88,0.714,0.565,0.432,0.494,0.517,0.58,0.35,0.41,0.499,0.595,0.63,0.386,0.325,0.405,0.351,0.326,0.424,0.787,0.749,0.519,0.486,0.873,0.752,0.708,0.686,0,0,0,1,0,1,0
0.413,0.413,0.262,0.276,0.251,0.316,0.133,0.186,0.39,0.591,0.568,0.518,0.547,0.527,0.342,0.323,0.385,0.442,0.546,0.653,0.706,0.752,0.553,0.378,0.562,0.642,0.455,0.288,0.334,0.315,0.505,0.743,0.716,0.684,0.587,0.631,0.893,0.995,0.0,0.0,0,0,0,1,0,1,0
0.562,0.55,0.392,0.363,0.54,0.709,0.45,0.215,0.258,0.224,0.415,0.549,0.557,0.546,0.395,0.383,0.419,0.478,0.321,0.34,0.377,0.481,0.586,0.507,0.502,0.476,0.396,0.425,0.507,0.451,0.488,0.448,0.446,0.531,0.525,0.7,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0
0.563,0.589,0.175,0.13,0.128,0.264,0.502,0.565,0.628,0.355,0.541,0.68,0.711,0.491,0.307,0.368,0.441,0.453,0.531,0.543,0.497,0.446,0.42,0.492,0.449,0.476,0.51,0.558,0.582,0.565,0.653,0.597,0.601,0.591,0.546,0.571,0.866,0.0,0.0,0.0,0,0,0,1,0,1,0
0.569,0.565,0.479,0.592,0.561,0.5,0.558,0.614,0.62,0.41,0.38,0.235,0.254,0.264,0.441,0.526,0.591,0.581,0.49,0.451,0.49,0.562,0.457,0.38,0.363,0.447,0.435,0.499,0.567,0.572,0.68,0.63,0.678,0.818,0.701,0.522,0.809,0.788,0.781,0.76,0,0,0,1,0,1,0
0.672,0.7,0.553,0.519,0.587,0.031,0.116,0.345,0.698,0.911,0.996,0.609,0.328,0.178,0.385,0.663,0.764,0.687,0.653,0.651,0.647,0.681,0.618,0.624,0.611,0.595,0.677,0.788,0.722,0.714,0.917,0.857,0.845,0.855,0.732,0.713,0.907,0.828,0.823,0.841,0,0,0,1,0,1,0
0.745,0.742,0.658,0.351,0.333,0.454,0.6,0.46,0.457,0.315,0.393,0.713,0.681,0.827,0.756,0.694,0.771,0.807,0.668,0.665,0.783,0.798,0.765,0.82,0.734,0.579,0.525,0.839,0.991,0.946,0.932,0.806,0.842,0.821,0.669,0.703,0.989,0.966,0.932,0.903,0,0,0,1,0,1,0
0.594,0.611,0.695,0.265,0.177,0.295,0.474,0.569,0.65,0.54,0.634,0.633,0.665,0.606,0.592,0.599,0.689,0.644,0.619,0.594,0.638,0.622,0.541,0.508,0.637,0.855,0.892,0.612,0.571,0.8,1.0,0.763,0.842,0.968,0.952,0.963,0.961,0.846,0.818,0.806,0,0,0,1,0,1,0
0.505,0.567,0.505,0.607,0.724,0.58,0.24,0.237,0.367,0.389,0.559,0.511,0.384,0.17,0.179,0.329,0.684,0.805,0.662,0.593,0.514,0.22,0.138,0.145,0.237,0.448,0.277,0.421,0.607,0.659,0.704,0.362,0.33,0.459,0.185,0.235,0.771,0.789,0.811,0.807,0,0,0,1,0,0,1
0.754,0.791,0.793,0.629,0.623,0.569,0.51,0.547,0.757,0.707,0.782,0.252,0.132,0.297,0.739,0.716,0.771,0.808,0.834,0.719,0.737,0.771,0.646,0.509,0.334,0.29,0.331,0.525,0.664,0.691,0.773,0.536,0.345,0.357,0.325,0.44,0.877,0.832,0.831,0.818,0,0,0,1,0,0,1
0.613,0.574,0.875,0.955,0.993,1.0,0.769,0.42,0.498,0.443,0.586,0.566,0.572,0.464,0.268,0.232,0.266,0.305,0.305,0.468,0.673,0.805,0.642,0.535,0.43,0.276,0.239,0.505,0.648,0.679,0.472,0.245,0.28,0.449,0.52,0.552,0.826,0.752,0.804,0.834,0,0,0,1,0,0,1
0.412,0.351,0.145,0.386,0.629,0.766,0.663,0.438,0.632,0.596,0.614,0.501,0.483,0.348,0.163,0.214,0.425,0.449,0.402,0.421,0.563,0.538,0.39,0.342,0.282,0.353,0.317,0.328,0.4,0.435,0.122,0.008,0.162,0.296,0.324,0.436,0.756,0.676,0.67,0.692,0,0,0,1,0,0,1
0.55,0.445,0.322,0.288,0.334,0.323,0.148,0.192,0.388,0.463,0.436,0.36,0.489,0.632,0.556,0.566,0.59,0.481,0.656,0.783,0.742,0.463,0.366,0.33,0.322,0.369,0.619,0.755,0.74,0.614,0.637,0.581,0.552,0.528,0.645,0.882,0.92,0.772,0.778,0.773,0,0,0,1,0,0,1
0.644,0.651,0.657,0.547,0.556,0.548,0.318,0.398,0.71,0.695,0.652,0.583,0.278,0.194,0.45,0.535,0.633,0.756,0.737,0.595,0.548,0.61,0.634,0.553,0.462,0.484,0.363,0.282,0.49,0.764,0.843,0.759,0.54,0.416,0.378,0.524,0.902,0.863,0.874,0.852,0,0,0,1,0,0,1
0.631,0.592,0.232,0.23,0.263,0.318,0.243,0.31,0.614,0.575,0.415,0.363,0.469,0.729,0.73,0.677,0.618,0.505,0.461,0.53,0.494,0.608,0.663,0.586,0.422,0.369,0.322,0.372,0.391,0.377,0.454,0.391,0.296,0.179,0.119,0.215,0.733,0.704,0.722,0.733,0,0,0,1,0,0,1
0.788,0.746,0.647,0.509,0.758,0.822,0.446,0.455,0.65,0.568,0.402,0.349,0.583,0.439,0.368,0.342,0.566,0.734,0.962,0.925,0.733,0.823,0.846,0.767,0.663,0.715,0.634,0.563,0.401,0.418,0.676,0.778,0.729,0.728,0.771,0.753,0.87,0.785,0.772,0.789,0,0,0,1,0,0,1
0.655,0.587,0.443,0.483,0.536,0.499,0.25,0.222,0.309,0.424,0.574,0.364,0.114,0.118,0.485,0.373,0.241,0.161,0.207,0.394,0.461,0.612,0.635,0.529,0.398,0.448,0.432,0.569,0.314,0.199,0.09,0.096,0.29,0.535,0.464,0.446,0.765,0.758,0.762,0.746,0,0,0,1,0,0,1
0.626,0.596,0.525,0.377,0.268,0.269,0.278,0.438,0.554,0.242,0.193,0.311,0.477,0.387,0.331,0.335,0.446,0.578,0.662,0.651,0.634,0.604,0.876,0.95,0.946,0.906,0.839,0.771,0.705,0.676,0.73,0.354,0.154,0.274,0.381,0.848,1.0,0.878,0.831,0.827,0,0,0,1,0,0,1
0.805,0.775,0.676,0.526,0.509,0.419,0.317,0.329,0.526,0.369,0.381,0.531,0.656,0.721,0.503,0.188,0.211,0.265,0.47,0.641,0.554,0.388,0.372,0.505,0.496,0.646,0.81,0.902,0.953,0.932,0.854,0.686,0.395,0.477,0.693,0.79,0.912,0.81,0.751,0.724,0,0,0,1,0,0,1
0.622,0.505,0.336,0.519,0.495,0.555,0.527,0.658,0.965,0.893,0.659,0.302,0.299,0.358,0.555,0.95,1.0,1.0,0.595,0.27,0.398,0.596,0.557,0.481,0.517,0.745,0.956,1.0,0.954,0.704,0.746,0.544,0.53,0.529,0.47,0.538,0.807,0.756,0.79,0.0,0,0,0,1,0,0,1
0.75,0.651,0.326,0.191,0.445,0.981,0.997,0.964,0.795,0.9,0.956,0.825,0.477,0.004,0.031,0.211,0.361,0.728,0.923,0.933,1.0,0.836,0.636,0.524,0.413,0.362,0.306,0.34,0.365,0.347,0.273,0.213,0.327,0.46,0.415,0.437,0.767,0.713,0.728,0.743,0,0,0,1,0,0,1
0.557,0.564,0.536,0.479,0.472,0.372,0.482,0.515,0.558,0.778,0.932,0.987,0.978,0.948,0.916,0.834,0.58,0.528,0.496,0.481,0.487,0.637,0.676,0.507,0.327,0.373,0.468,0.504,0.56,0.648,0.685,0.554,0.581,0.672,0.61,0.544,0.821,0.79,0.0,0.0,0,0,0,1,0,0,1
0.647,0.678,0.666,0.605,0.584,0.654,0.5,0.188,0.139,0.214,0.654,0.619,0.587,0.598,0.579,0.601,0.265,0.224,0.368,0.59,0.77,0.698,0.653,0.529,0.438,0.433,0.399,0.693,0.727,0.575,0.639,0.541,0.425,0.409,0.419,0.547,0.825,0.757,0.767,0.752,0,0,0,1,0,0,1
0.896,0.879,1.0,0.845,0.497,0.267,0.238,0.461,0.72,0.809,0.761,0.692,0.731,0.787,0.811,0.79,0.775,0.805,0.558,0.485,0.508,0.541,0.535,0.532,0.468,0.662,0.798,0.728,0.82,0.71,0.583,0.611,0.812,0.662,0.228,0.253,0.766,0.803,0.825,0.827,0,0,0,0,1,1,0
0.851,0.785,0.785,0.724,0.679,0.547,0.373,0.283,0.408,0.442,0.416,0.386,0.713,0.629,0.554,0.629,0.783,0.706,0.655,0.626,0.483,0.65,0.632,0.539,0.367,0.402,0.486,0.602,0.693,0.656,0.47,0.377,0.514,0.828,0.789,0.801,0.935,0.858,0.867,0.857,0,0,0,0,1,1,0
0.87,0.828,0.574,0.456,0.271,0.356,0.339,0.433,0.469,0.337,0.579,0.682,0.718,0.633,0.635,0.624,0.555,0.324,0.268,0.542,0.725,0.717,0.715,0.503,0.411,0.503,0.492,0.567,0.786,0.79,0.852,0.773,0.774,0.805,0.434,0.255,0.729,0.721,0.779,0.818,0,0,0,0,1,1,0
0.914,0.948,0.936,0.689,0.593,0.361,0.1,0.171,0.474,0.689,0.673,0.512,0.527,0.689,0.782,0.816,0.814,0.764,0.807,0.753,0.75,0.789,0.768,0.561,0.354,0.311,0.424,0.757,0.729,0.744,0.848,0.783,0.812,0.91,0.769,0.734,0.939,0.859,0.858,0.833,0,0,0,0,1,1,0
0.911,0.852,0.837,0.671,0.589,0.255,0.092,0.216,0.723,0.75,0.62,0.478,0.597,0.643,0.318,0.327,0.478,0.724,0.726,0.661,0.685,0.668,0.539,0.508,0.658,0.723,0.758,0.768,0.573,0.443,0.486,0.666,0.824,0.659,0.3,0.325,0.837,0.844,0.875,0.887,0,0,0,0,1,1,0
0.702,0.696,0.674,0.548,0.594,0.674,0.596,0.457,0.605,0.653,0.806,0.766,0.693,0.7,0.719,0.66,0.624,0.589,0.733,0.726,0.513,0.343,0.306,0.392,0.374,0.426,0.62,0.724,0.725,0.748,0.856,0.795,0.864,0.727,0.594,0.74,0.944,0.868,0.796,0.725,0,0,0,0,1,1,0
0.817,0.806,0.792,0.694,0.677,0.412,0.255,0.346,0.662,0.715,0.471,0.181,0.149,0.639,0.798,0.795,0.796,0.733,0.646,0.334,0.272,0.326,0.499,0.651,0.55,0.656,0.825,0.765,0.424,0.36,0.628,0.821,0.711,0.565,0.38,0.441,0.874,0.842,0.889,0.906,0,0,0,0,1,1,0
0.781,0.771,0.715,0.812,0.911,0.916,0.958,0.826,1.0,0.779,0.761,0.71,0.781,0.756,0.897,0.73,0.554,0.464,0.591,0.696,0.79,0.626,0.474,0.53,0.655,0.676,0.443,0.505,0.611,0.559,0.617,0.738,0.795,0.799,0.656,0.641,0.917,0.837,0.837,0.835,0,0,0,0,1,1,0
0.991,1.0,0.976,0.786,0.751,0.793,0.255,0.219,0.502,0.752,0.789,0.761,0.722,0.781,0.54,0.474,0.516,0.687,0.848,0.813,0.828,0.783,0.667,0.617,0.629,0.66,0.601,0.446,0.432,0.44,0.656,0.714,0.675,0.722,0.719,0.735,0.932,0.93,0.0,0.0,0,0,0,0,1,1,0
0.906,0.871,0.808,0.604,0.654,0.798,0.593,0.47,0.502,0.386,0.507,0.68,0.639,0.61,0.41,0.374,0.423,0.536,0.364,0.362,0.41,0.526,0.673,0.646,0.651,0.541,0.445,0.516,0.73,0.693,0.837,0.792,0.778,0.761,0.704,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0
0.798,0.756,0.748,0.268,0.203,0.411,0.688,0.654,0.802,0.557,0.596,0.72,0.798,0.687,0.491,0.494,0.619,0.752,0.862,0.76,0.606,0.484,0.467,0.641,0.58,0.484,0.523,0.712,0.794,0.76,0.888,0.826,0.839,0.771,0.672,0.665,0.884,0.0,0.0,0.0,0,0,0,0,1,1,0
0.7,0.715,0.776,0.675,0.627,0.705,0.714,0.625,0.747,0.469,0.421,0.295,0.323,0.348,0.567,0.682,0.731,0.663,0.616,0.593,0.635,0.741,0.675,0.617,0.603,0.607,0.623,0.542,0.597,0.673,0.886,0.864,0.908,0.958,0.842,0.743,0.884,0.856,0.871,0.872,0,0,0,0,1,1,0
0.93,0.855,0.835,0.632,0.663,0.126,0.136,0.358,0.717,0.818,0.899,0.754,0.628,0.327,0.44,0.696,0.777,0.678,0.649,0.614,0.635,0.703,0.647,0.6,0.63,0.623,0.628,0.763,0.698,0.712,0.913,0.881,0.868,0.858,0.776,0.743,0.91,0.822,0.824,0.835,0,0,0,0,1,1,0
0.887,0.784,0.737,0.411,0.367,0.494,0.647,0.495,0.483,0.33,0.4,0.641,0.68,0.768,0.712,0.701,0.771,0.805,0.722,0.634,0.665,0.749,0.764,0.814,0.671,0.592,0.526,0.806,0.924,0.902,0.906,0.837,0.817,0.828,0.755,0.728,0.992,0.983,0.931,0.849,0,0,0,0,1,1,0
0.786,0.767,0.698,0.337,0.224,0.329,0.507,0.665,0.762,0.616,0.709,0.643,0.732,0.658,0.61,0.624,0.749,0.681,0.665,0.742,0.782,0.71,0.616,0.583,0.699,0.924,0.931,0.649,0.589,0.813,0.995,0.876,0.903,1.0,1.0,0.988,0.991,0.865,0.834,0.858,0,0,0,0,1,1,0
0.725,0.769,0.774,0.772,0.803,0.656,0.237,0.232,0.372,0.47,0.704,0.568,0.423,0.252,0.288,0.447,0.685,0.858,0.78,0.703,0.592,0.441,0.352,0.273,0.342,0.584,0.372,0.458,0.627,0.729,0.777,0.479,0.58,0.735,0.465,0.394,0.821,0.841,0.825,0.821,0,0,0,0,1,0,1
0.973,0.867,0.935,0.76,0.705,0.578,0.512,0.552,0.788,0.72,0.771,0.365,0.167,0.312,0.759,0.744,0.784,0.849,0.866,0.737,0.736,0.787,0.652,0.426,0.247,0.209,0.249,0.429,0.624,0.715,0.851,0.598,0.356,0.368,0.34,0.537,0.896,0.841,0.847,0.855,0,0,0,0,1,0,1
0.771,0.771,0.816,0.712,0.778,0.875,0.757,0.432,0.499,0.446,0.648,0.673,0.764,0.715,0.346,0.239,0.314,0.443,0.498,0.511,0.719,1.0,0.87,0.632,0.602,0.562,0.483,0.625,0.713,0.817,0.776,0.516,0.345,0.485,0.593,0.702,0.913,0.837,0.838,0.835,0,0,0,0,1,0,1
0.797,0.726,0.674,0.566,0.677,0.831,0.701,0.523,0.646,0.593,0.613,0.609,0.619,0.408,0.216,0.32,0.674,0.647,0.703,0.629,0.646,0.719,0.559,0.57,0.578,0.491,0.38,0.38,0.495,0.674,0.673,0.414,0.251,0.325,0.472,0.833,0.961,0.878,0.915,0.925,0,0,0,0,1,0,1
0.876,0.827,0.673,0.41,0.364,0.345,0.17,0.193,0.395,0.546,0.575,0.432,0.543,0.707,0.699,0.673,0.687,0.625,0.633,0.713,0.794,0.732,0.606,0.492,0.517,0.658,0.727,0.774,0.756,0.713,0.851,0.846,0.679,0.599,0.681,0.812,0.922,0.852,0.859,0.882,0,0,0,0,1,0,1
0.796,0.829,0.723,0.559,0.677,0.67,0.397,0.411,0.74,0.795,0.776,0.62,0.217,0.205,0.463,0.567,0.676,0.791,0.772,0.701,0.616,0.618,0.649,0.565,0.487,0.594,0.466,0.309,0.513,0.819,0.951,0.803,0.659,0.453,0.382,0.58,0.88,0.845,0.854,0.816,0,0,0,0,1,0,1
1.0,0.865,0.462,0.37,0.45,0.564,0.34,0.351,0.708,0.634,0.485,0.428,0.553,0.84,0.806,0.725,0.743,0.73,0.711,0.714,0.735,0.812,0.788,0.669,0.607,0.607,0.551,0.461,0.425,0.433,0.681,0.669,0.513,0.291,0.166,0.271,0.784,0.834,0.861,0.831,0,0,0,0,1,0,1
0.875,0.889,0.714,0.512,0.709,0.786,0.447,0.458,0.658,0.592,0.428,0.354,0.584,0.543,0.402,0.342,0.57,0.742,0.981,0.892,0.72,0.834,0.867,0.803,0.677,0.761,0.766,0.535,0.388,0.443,0.823,0.959,0.887,0.808,0.728,0.637,0.854,0.779,0.824,0.875,0,0,0,0,1,0,1
0.778,0.637,0.547,0.525,0.567,0.646,0.339,0.277,0.391,0.556,0.66,0.605,0.373,0.266,0.526,0.396,0.27,0.235,0.387,0.557,0.621,0.783,0.733,0.617,0.581,0.66,0.697,0.785,0.598,0.512,0.273,0.197,0.411,0.729,0.693,0.684,0.897,0.821,0.814,0.804,0,0,0,0,1,0,1
0.927,0.894,0.797,0.324,0.235,0.264,0.281,0.549,0.732,0.356,0.257,0.384,0.676,0.571,0.359,0.296,0.526,0.708,0.714,0.723,0.757,0.738,0.929,0.987,0.978,0.985,0.891,0.804,0.75,0.747,0.817,0.452,0.223,0.332,0.561,0.793,0.987,0.864,0.866,0.89,0,0,0,0,1,0,1
0.865,0.856,0.788,0.643,0.623,0.59,0.467,0.382,0.532,0.348,0.347,0.55,0.731,0.733,0.561,0.31,0.299,0.336,0.507,0.657,0.541,0.341,0.366,0.565,0.587,0.66,0.769,0.891,0.937,0.897,0.9,0.812,0.5,0.532,0.715,0.805,0.955,0.847,0.784,0.753,0,0,0,0,1,0,1
0.862,0.804,0.846,0.723,0.687,0.743,0.596,0.667,0.987,0.973,0.649,0.289,0.288,0.351,0.662,0.813,0.899,0.83,0.709,0.381,0.417,0.639,0.684,0.598,0.611,0.689,0.819,0.918,0.85,0.822,0.981,1.0,1.0,0.913,0.79,0.852,0.997,0.931,0.97,0.0,0,0,0,0,1,0,1
0.781,0.837,0.785,0.565,0.579,0.926,0.955,0.88,0.879,0.899,0.988,0.749,0.524,0.059,0.066,0.277,0.525,0.768,0.9,0.901,0.919,0.811,0.657,0.573,0.489,0.523,0.473,0.513,0.509,0.299,0.227,0.247,0.489,0.794,0.768,0.755,0.908,0.848,0.848,0.83,0,0,0,0,1,0,1
0.786,0.798,0.945,0.68,0.658,0.451,0.518,0.605,0.738,0.81,0.944,0.973,0.962,0.941,0.902,0.846,0.753,0.602,0.542,0.536,0.652,0.741,0.748,0.573,0.38,0.465,0.675,0.723,0.71,0.709,0.722,0.657,0.692,0.764,0.715,0.714,0.927,0.865,0.0,0.0,0,0,0,0,1,0,1
0.873,0.785,0.79,0.718,0.712,0.715,0.48,0.126,0.089,0.221,0.67,0.656,0.658,0.679,0.684,0.69,0.279,0.231,0.376,0.596,0.797,0.763,0.716,0.647,0.551,0.515,0.494,0.757,0.814,0.815,0.945,0.841,0.693,0.6,0.658,0.759,0.928,0.846,0.828,0.833,0,0,0,0,1,0,1
